date,series_id,value,unit,frequency,release_version
2009-01-01,obm_fee_share_miner_revenue_ratio_daily,,ratio,daily,OBM v0.1.0
2009-01-02,obm_fee_share_miner_revenue_ratio_daily,,ratio,daily,OBM v0.1.0
2009-01-03,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-04,obm_fee_share_miner_revenue_ratio_daily,,ratio,daily,OBM v0.1.0
2009-01-05,obm_fee_share_miner_revenue_ratio_daily,,ratio,daily,OBM v0.1.0
2009-01-06,obm_fee_share_miner_revenue_ratio_daily,,ratio,daily,OBM v0.1.0
2009-01-07,obm_fee_share_miner_revenue_ratio_daily,,ratio,daily,OBM v0.1.0
2009-01-08,obm_fee_share_miner_revenue_ratio_daily,,ratio,daily,OBM v0.1.0
2009-01-09,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-10,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-11,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-12,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-13,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-14,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-15,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-16,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-17,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-18,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-19,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-20,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-21,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-22,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-23,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-24,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-25,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-26,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-27,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-28,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-29,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-30,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
2009-01-31,obm_fee_share_miner_revenue_ratio_daily,0.000000000000,ratio,daily,OBM v0.1.0
